service,category,confidence,reasoning,signals,model,input_hash,classified_at,source
HPE Alletra,not_ai,high,HPE storage hardware/array product; not AI.,"[""Alletra"", ""storage""]",claude-sonnet-5,a97e83ae6dcac421,2026-07-04T21:37:29Z,llm
HPE Aruba,not_ai,high,HPE Aruba networking hardware/software; not AI.,"[""Aruba"", ""networking""]",claude-sonnet-5,85eff3c85b6835b3,2026-07-04T21:37:29Z,llm
HPE GreenLake,not_ai,high,"HPE's hybrid cloud/edge-to-cloud platform-as-a-service; infrastructure offering, not AI.","[""GreenLake"", ""hybrid cloud""]",claude-sonnet-5,7654f9e8620b1f9a,2026-07-04T21:37:29Z,llm
HPE ProLiant Servers,not_ai,high,Physical server hardware line; no AI/ML capability.,"[""ProLiant"", ""servers""]",claude-sonnet-5,427aaeacee59e2c5,2026-07-04T21:37:29Z,llm
Harmony Portal,not_ai,medium,Access/management portal for Motorola's mission-critical communications ecosystem; no evidence of an AI/ML capability in the named service.,"[""portal"", ""mission critical communications""]",claude-sonnet-5,310f0ff0dfa7d424,2026-07-04T21:37:29Z,llm
Health Insights,core_ai,high,"Azure Health Insights is Microsoft's AI service for clinical document analysis, trial matching, and medical text intelligence.","[""Health Insights"", ""Azure AI"", ""clinical NLP""]",claude-sonnet-5,08bdda1dcd356863,2026-07-05T01:56:37Z,qc_confirmed
Healthcare Bot,core_ai,high,Microsoft Healthcare Bot is a conversational AI/chat assistant service built for healthcare scenarios.,"[""Healthcare Bot"", ""conversational AI""]",claude-sonnet-5,316416c97d23ba06,2026-07-05T01:56:37Z,qc_confirmed
Hirevue GovCloud,ai_featured,medium,"Video interviewing/recruiting platform whose core differentiator is embedded AI-driven candidate assessment scoring, per the snippet's explicit 'artificial intelligence' reference.","[""artificial intelligence"", ""predictive I-O science"", ""video interviewing""]",claude-sonnet-5,40280ab7661511cf,2026-07-05T02:04:54Z,qc_confirmed
Home Health,not_ai,high,"Salesforce Health Cloud vertical module for home health case/care management; CRM functionality, not AI.","[""Salesforce"", ""care management""]",claude-sonnet-5,ffad36b062907637,2026-07-05T01:56:37Z,qc_confirmed
Horizon3.ai Node Zero,ai_featured,medium,"NodeZero is an autonomous penetration-testing platform whose attack-path decisioning is algorithm/ML-driven, embedded within a broader offensive-security-testing product.","[""autonomous penetration testing"", ""Horizon3.ai""]",claude-sonnet-5,3be601dee2049805,2026-07-05T02:04:54Z,qc_confirmed
Hyperdrive,not_ai,high,"Cloudflare Hyperdrive accelerates database connections/query caching; infrastructure, not AI.","[""database connection pooling"", ""Cloudflare""]",claude-sonnet-5,cdbecf71d51102e3,2026-07-04T21:37:29Z,llm
Hyperproof Gov,not_ai,high,"GRC (governance, risk, compliance) workflow/evidence-management SaaS; not AI-driven.","[""compliance"", ""GRC""]",claude-sonnet-5,c1bb3c606da478ce,2026-07-04T21:37:29Z,llm
Hyperscience Hypercell,core_ai,high,Hyperscience's platform performs ML-based intelligent document processing — classification and data extraction from forms/documents.,"[""Hyperscience"", ""document intelligence"", ""machine learning""]",claude-sonnet-5,bdeff848e86bb786,2026-07-05T01:56:37Z,qc_confirmed
IA (Internal Affairs Case Management),not_ai,high,"NEOGOV case-management module for internal affairs workflows; plain case tracking, not AI.","[""case management""]",claude-sonnet-5,8c99542b70ae43ed,2026-07-04T21:37:29Z,llm
IBM Concert for Government,ai_featured,medium,IBM Concert is an application resource/dependency management platform built around watsonx generative-AI insights layered on top of core IT-ops functionality.,"[""AI-driven recommendations"", ""application management"", ""watsonx""]",claude-sonnet-5,af4871724322107d,2026-07-05T02:04:54Z,qc_confirmed
IBM Instana for Government,not_ai,medium,"[QC overturn: Instana is APM/observability plumbing whose 'automatic root-cause analysis' is primarily deterministic dependency/timing correlation marketed as AIOps; the ML is not material — monitoring tagged AI for a thin feature.] Original: APM/observability tool whose signature capability is automated, algorithmic root-cause analysis across dependency graphs — an embedded analytics/ML feature within a monitoring product.","[""AI-powered observability"", ""automatic root cause analysis""]",claude-sonnet-5,849e18ab6cc270f1,2026-07-05T02:04:54Z,qc_corrected
IBM MaaS360 for Government,not_ai,low,Primarily a mobile device/unified endpoint management (UEM) product; any AI-based risk-scoring layer is unclear/secondary from available evidence.,"[""mobile device management"", ""UEM""]",claude-sonnet-5,11948c9f8050d523,2026-07-05T01:56:37Z,qc_confirmed
IBM Turbonomic for Government,not_ai,medium,"[QC overturn: Turbonomic's engine is deterministic supply/demand mathematical optimization (an economic decision model), not ML; the label itself claims only an 'analytics/decision engine' — a resource-optimization tool marketed as AI.] Original: Application Resource Management platform that continuously analyzes supply/demand and automates resource-optimization decisions via an analytics/decision engine.","[""automated resource optimization"", ""decision engine""]",claude-sonnet-5,6b66613bd8d83dc2,2026-07-05T02:04:54Z,qc_corrected
IBM Verify for Government,not_ai,medium,"[QC overturn: IBM Verify is IAM/CIAM plumbing (SSO/MFA/lifecycle) whose 'adaptive access' risk scoring is a minor, largely rule-based feature; the product's engine is identity management, not ML — v1 identity=not_ai.] Original: IAM/CIAM product whose adaptive access capability applies risk-based, ML-informed scoring to authentication decisions as an embedded feature.","[""adaptive access"", ""risk-based authentication"", ""identity""]",claude-sonnet-5,dfcd314f4c5c9716,2026-07-05T02:04:54Z,qc_corrected
IBM zCloud Platform as a Service,not_ai,high,"Mainframe-based IaaS/PaaS compute provisioning; infrastructure, not AI.","[""IaaS"", ""mainframe cloud""]",claude-sonnet-5,8dc6cf4381b4fdc8,2026-07-04T21:37:29Z,llm
IDEAs Personalization Service – RunTime (IPS-RT),not_ai,low,"[QC overturn: This obscure M365 component's actual behavior is unverifiable; ai_featured rests on inferring ML from the word 'Personalization' and cannot be defended against a skeptic, so precision/rule-2 favor not_ai.] Original: Name indicates a personalization/recommendation runtime, a category typically backed by ML models, but specifics of this Microsoft 365 component are not verifiable from the snippet.","[""Personalization Service"", ""RunTime""]",claude-sonnet-5,6b8b87943de05e30,2026-07-05T01:56:37Z,qc_corrected
IaaS,not_ai,high,Generic Infrastructure-as-a-Service compute/storage/network offering; no AI.,"[""IaaS"", ""VMware Cloud Foundation""]",claude-sonnet-5,dc21c0759d3b5e9e,2026-07-04T21:37:29Z,llm
Ideas,not_ai,high,Salesforce's legacy community idea-management/voting module; not AI-driven.,"[""Salesforce"", ""idea management""]",claude-sonnet-5,2c79794547759996,2026-07-04T21:37:29Z,llm
Identity Domains,not_ai,high,"Oracle Cloud Infrastructure IAM/domains service; identity administration, not AI.","[""identity domains"", ""Oracle Cloud""]",claude-sonnet-5,08449673d5cd86f1,2026-07-04T21:37:29Z,llm
Identity Platform*,not_ai,high,Google Cloud customer identity and access management (CIAM) service; not AI.,"[""Identity Platform"", ""Google Cloud""]",claude-sonnet-5,ba8f427c5631ab3a,2026-07-04T21:37:29Z,llm
Identity Security Insights for Government,ai_featured,medium,"BeyondTrust product that correlates identity data across systems to surface risk/security insights, an analytics-driven capability embedded in a broader identity security suite.","[""identity security insights"", ""risk analytics"", ""unified ecosystem""]",claude-sonnet-5,074fcdceaf9de9bf,2026-07-05T02:04:54Z,qc_confirmed
Identity Threat Protection (ITP),ai_featured,high,"Okta's real-time identity threat detection product applies continuous behavioral risk analytics to flag account compromise, matching the ML-based security-analytics pattern.","[""threat protection"", ""identity risk detection"", ""Okta""]",claude-sonnet-5,97e0ea2ec202092e,2026-07-05T02:04:54Z,qc_confirmed
Identity and Access Management,not_ai,high,"Oracle Cloud Infrastructure IAM; standard identity administration, not AI.","[""IAM"", ""Oracle Cloud""]",claude-sonnet-5,0911916dcda4df0d,2026-07-04T21:37:29Z,llm
Identity and Access Management (IAM),not_ai,high,"Google Cloud IAM; standard identity/permissions administration, not AI.","[""IAM"", ""Google Cloud""]",claude-sonnet-5,7f6450f96803bdb9,2026-07-04T21:37:29Z,llm
Identity-Aware Proxy (IAP) (excluding IAP for TCP),not_ai,high,"Google Cloud access-control proxy for applications; network/identity security, not AI.","[""identity-aware proxy"", ""access control""]",claude-sonnet-5,24f1998177c8b05c,2026-07-04T21:37:29Z,llm
If/else statements,not_ai,high,"PagerDuty workflow automation building block (conditional logic); rule-based, not AI.","[""conditional logic"", ""workflow automation""]",claude-sonnet-5,8501e55e29da80c2,2026-07-04T21:37:29Z,llm
Inbound and outbound package tracking,not_ai,high,"Quadient mail/shipping tracking feature; logistics tracking, not AI.","[""package tracking"", ""shipping""]",claude-sonnet-5,f7f8fadc3986b4f6,2026-07-04T21:37:29Z,llm
Incident Activity and Service Performance Reports,not_ai,high,"PagerDuty reporting feature; plain analytics/reporting, not ML-driven.","[""reports"", ""service performance""]",claude-sonnet-5,2abb05c7797454d2,2026-07-04T21:37:29Z,llm
Incident Management,not_ai,high,"Onspring GRC platform module for tracking incidents; workflow/case tracking, not AI.","[""GRC"", ""incident tracking""]",claude-sonnet-5,98757e022275d1f9,2026-07-04T21:37:29Z,llm
Incident Priority,not_ai,high,"PagerDuty configuration feature for setting incident priority levels; rule-based, not AI.","[""priority levels"", ""PagerDuty""]",claude-sonnet-5,ec1b5c35c6e2944e,2026-07-04T21:37:29Z,llm
Incident Response and Contingency Tracking Service,not_ai,high,"IT-CNP feature for tracking incident response/contingency plans; plain tracking tool, not AI.","[""incident response tracking""]",claude-sonnet-5,f571f65ea1736086,2026-07-04T21:37:29Z,llm
Incident Roles,not_ai,high,"PagerDuty feature for assigning incident responder roles; administrative configuration, not AI.","[""responder roles"", ""PagerDuty""]",claude-sonnet-5,db7b977031b65d0b,2026-07-04T21:37:29Z,llm
Incident Tasks,not_ai,high,"PagerDuty feature for tracking incident-related tasks; plain task tracking, not AI.","[""task tracking"", ""PagerDuty""]",claude-sonnet-5,625aafb65efa17ae,2026-07-04T21:37:29Z,llm
Incident Timeline,not_ai,high,"PagerDuty feature that logs a chronological incident timeline; plain logging, not AI.","[""timeline"", ""PagerDuty""]",claude-sonnet-5,55d12183ee66b355,2026-07-05T01:56:37Z,qc_confirmed
Incident Urgencies,not_ai,high,"PagerDuty configuration feature for urgency levels; rule-based, not AI.","[""urgency levels"", ""PagerDuty""]",claude-sonnet-5,40f8e4fd0dbbb50b,2026-07-04T21:37:29Z,llm
Incident Workflows*,not_ai,high,"PagerDuty rule-based automation for incident response steps; workflow automation, not AI.","[""workflow automation"", ""PagerDuty""]",claude-sonnet-5,c53b505b9569269d,2026-07-05T01:56:37Z,qc_confirmed
"Industry Cloud - including Health Cloud, Financial Services Cloud, Manufacturing Cloud, and Education Cloud (Admissions Connect, Student Success Hub, Education Data Architecture)",not_ai,high,"Salesforce vertical-industry CRM configurations/data models; standard CRM, not an AI capability (Einstein AI is a separate product not named here).","[""industry cloud"", ""CRM"", ""Salesforce""]",claude-sonnet-5,f35f82a84d620514,2026-07-04T21:37:29Z,llm
InfoSec Global Federal — AgileSec Analytics,not_ai,medium,"Cryptographic inventory/analytics tool for crypto-agility and PQC readiness; discovery/analysis of crypto usage, not ML-based.","[""cryptographic analytics"", ""crypto agility""]",claude-sonnet-5,eaf7da938aea180d,2026-07-04T21:37:29Z,llm
Ingest Actions,not_ai,high,"Splunk data-ingestion pipeline feature; data processing configuration, not AI.","[""data ingestion"", ""Splunk""]",claude-sonnet-5,a28ed349f4155769,2026-07-04T21:37:29Z,llm
Inherited Firewall/VPN and Web Application Firewall (WAF) Service,not_ai,high,"Network security infrastructure (firewall/VPN/WAF); rule-based network protection, not AI.","[""firewall"", ""VPN"", ""WAF""]",claude-sonnet-5,41d94314e588d9ad,2026-07-04T21:37:29Z,llm
Insight (Applicant Tracking System),not_ai,medium,"NEOGOV's applicant tracking system module; recruiting workflow tool, no clear AI capability named.","[""applicant tracking system""]",claude-sonnet-5,9cab8579fd93a294,2026-07-04T21:37:29Z,llm
Insight Advisor,core_ai,medium,Qlik's Insight Advisor is an AI-driven augmented-analytics engine that auto-generates data insights and supports natural-language querying.,"[""Insight Advisor"", ""Qlik"", ""augmented analytics""]",claude-sonnet-5,99b477c6528e8ab9,2026-07-05T01:56:37Z,qc_confirmed
Integration Mangement,not_ai,high,"RegScale GRC platform module for managing system/tool integrations; configuration management, not AI.","[""integration management"", ""GRC""]",claude-sonnet-5,2bcc6e18fda9d807,2026-07-04T21:37:29Z,llm
Integrations to authorized IL4 and FedRAMP Document Services,not_ai,high,"Bluescape/n8n connectors to other authorized document services; workflow integration plumbing, not AI.","[""integrations"", ""document services"", ""n8n""]",claude-sonnet-5,5335060b9d7d4ca9,2026-07-04T21:37:29Z,llm
Intelligence,not_ai,low,Likely refers to a Concur travel/expense analytics/reporting module; no clear evidence of an ML/AI capability given the generic name and ambiguous host context.,"[""Concur"", ""expense analytics""]",claude-sonnet-5,01da0d3d40fb8d67,2026-07-05T01:56:37Z,qc_confirmed
Intelligent Alert Grouping,ai_featured,high,"PagerDuty feature that uses machine learning to cluster related alerts and reduce noise, an embedded ML capability within the broader incident-management platform.","[""intelligent aggregation"", ""machine learning"", ""alert grouping""]",claude-sonnet-5,9e3f7763d8ec96bf,2026-07-05T02:04:54Z,qc_confirmed
Internal Status Pages,not_ai,high,"PagerDuty feature for publishing internal incident status pages; plain communication tool, not AI.","[""status pages"", ""PagerDuty""]",claude-sonnet-5,5f3c1c5c13eec140,2026-07-04T21:37:29Z,llm
International SMS/Phone notifications,not_ai,high,"PagerDuty notification delivery feature (SMS/phone alerts); plain messaging infrastructure, not AI.","[""SMS notifications"", ""phone notifications""]",claude-sonnet-5,a3693d03e32244bb,2026-07-04T21:37:29Z,llm
Internet of Things (IoT) Cloud Services (IoTCS),not_ai,high,IoT device connectivity/data platform for mission-critical communications infrastructure; no stated ML/AI capability.,"[""IoT Cloud Services"", ""Mission Critical Ecosystem""]",claude-sonnet-5,15b79a0c8482d741,2026-07-04T21:37:29Z,llm
Intune,not_ai,high,Microsoft Intune is a mobile device/endpoint management (MDM/UEM) service; no AI/ML capability.,"[""Intune"", ""device management""]",claude-sonnet-5,dc26dca87b97307a,2026-07-04T21:37:29Z,llm
Jamboard,not_ai,high,Google Workspace's digital whiteboard collaboration tool; no AI/ML capability.,"[""Jamboard"", ""Google Workspace""]",claude-sonnet-5,372ffed48f50100e,2026-07-04T21:37:29Z,llm
Java Management Service,not_ai,high,Oracle Cloud service for tracking/patching Java installations; no AI/ML capability.,"[""Java Management Service"", ""Oracle""]",claude-sonnet-5,a414678c51d271a5,2026-07-05T01:56:37Z,qc_confirmed
Jobs & Workflows,not_ai,medium,"Databricks job-scheduling/orchestration feature; the named capability is task scheduling, not the platform's ML/AI functionality.","[""Jobs & Workflows"", ""scheduling"", ""orchestration""]",claude-sonnet-5,90e27a8be0429142,2026-07-04T21:37:29Z,llm
