queue_id,use_case_id,source_text,decision,mapped_canonical_product,proposed_new_product_name,proposed_vendor,confidence,search_attempted,search_query,evidence_url,notes
3612,9627,"Microsoft Microsoft Copilot Microsoft Copilot To support the HUD Secretary's directive to improve efficiency, HUD has a need to offer office productivity tools and capabilities. This would include the ability to automate repetitive, manual, and time-consuming tasks, streamline processes, and analyze data and produce insights and recommendations.",map_to_existing,Microsoft 365 Copilot,,,high,no,,db_row_9627,alias match: 'microsoft copilot'
3613,9628,Microsoft / SalesForce SalesForce / Azure Amazon Textract for automatic signature identification The Homeownership Center (HOC) staff is required to review and validate each Case Binder.,map_to_existing,AWS Textract,,,high,no,,db_row_9628,alias match: 'amazon textract'
3614,9630,"Skillsoft Percipio Skillsoft CAISY - Workforce Training Conversation Simulator CAISY is designed to solve the challenge of helping employees practice and improve difficult workplace conversations in a safe, realistic environment.",map_to_existing,Skillsoft Percipio CAISY,,,high,no,,db_row_9630,alias match: 'skillsoft'
3615,9632,"Google Google Workspace / Google Gemini Generative AI Solutions for Workplace Productivity (aka Gemini) The AI is intended to improve employee productivity by providing smarter tools for employees to summarize, draft, and navigate operational records.",map_to_existing,Google Workspace,,,high,no,,db_row_9632,alias match: 'google workspace'
3616,9633,Cortina Exhibit Personalization System (EPS) A1 Museum AI Project The AI is intended to solve the problem of limited document discoverability and intensive manual labor by using automated tagging to personalize the visitor experience and make millions of digital records instantly accessible.,service_contractor_only,,,,medium,no,,db_row_9633,leading contractor names; no recognizable product
3617,9634,"N/A NARA@Work NARA@WORK Kendra Search The AI is intended to solve the problem of inefficient employee information discovery by replacing outdated keyword search with a natural language system that provides instant, context-aware answers from disparate agency resources.",seed_new_alias,,AWS Kendra,Amazon,high,no,,db_row_9634,pattern match; product_type=search
3618,9635,N/A Archives.gov Amelia Earhart AI Search The AI is intended to solve the manual search limitations when processing massive historical datasets by using Natural Language Processing to accurately locate and declassify specific records required for public release,service_contractor_only,,,,high,no,,db_row_9635,no product name; redacted/N/A/internal-only string
3619,9636,N/A N/A AI Pilot Project to Screen and Flag for Personally Identifiable Information (PII) in Digitized Archival Records The AI is intended to solve the problem of manual processing bottlenecks and privacy risks by automating the identification and redaction of sensitive personal information within massive digitized collections to ensure safe and rapid public access.,service_contractor_only,,,,high,no,,db_row_9636,no product name; redacted/N/A/internal-only string
3620,9637,"N/A Catalog AI based Semantic Search for National Archives Catalog (aka ArchiAI) The AI is intended to solve the problem of ""unsophisticated"" keyword-based search limitations by implementing semantic search that understands user intent and historical context, allowing researchers to find relevant records even when they don't match exact search terms.",service_contractor_only,,,,high,no,,db_row_9637,no product name; redacted/N/A/internal-only string
3621,9638,"N/A N/A Auto-fill of Descriptive Metadata for Archival Descriptions The AI is intended to solve the problem of the ""descriptive gap"" created by labor-intensive manual cataloging by automatically generating metadata and summaries from document content, allowing NARA to process massive backlogs and make millions of records instantly searchable for the public.",service_contractor_only,,,,high,no,,db_row_9638,no product name; redacted/N/A/internal-only string
3622,9639,"N/A N/A Topic Summarizer and Entity Extraction using AI The AI is intended to solve the problem of unsearchable digital collections caused by massive descriptive backlogs, automating the creation of metadata for billions of digital objects to ensure they are immediately discoverable and understandable for the public without years of manual archival processing.",service_contractor_only,,,,high,no,,db_row_9639,no product name; redacted/N/A/internal-only string
3623,9640,"N/A N/A Create an AI based knowledge articles user interface for working with CRG documents The AI is intended to improve the case processing by providing staff with an automated retrieval tool that navigates the complex Case Reference Guide to deliver instant, accurate answers for veteran and personnel record requests.",service_contractor_only,,,,high,no,,db_row_9640,no product name; redacted/N/A/internal-only string
3624,9641,Skylight EOP 42 EOP 42 Search PoC using AI Based Semantic Search The AI is intended to solve the problem of inefficient information retrieval within Presidential email archives by testing whether AI-driven semantic search can understand context and intent more effectively than traditional keyword matching to improve record accessibility.,service_contractor_only,,,,medium,no,,db_row_9641,leading contractor names; no recognizable product
3625,9642,"N/A N/A Freedom of Information Act (FOIA) Discovery AI Pilot The AI is intended to solve the problem of larger FOIA backlogs and manual review bottlenecks by automating the discovery of relevant records and the redaction of sensitive data, ensuring responses are both rapid and compliant with privacy laws.",service_contractor_only,,,,high,no,,db_row_9642,no product name; redacted/N/A/internal-only string
3626,9643,"N/A Archives.gov Archives.gov AI search The AI is intended to solve the problem of ""unstructured data challenges"" in a vast, complex catalog by replacing traditional literal-match search with semantic technology that understands researcher intent, connects disparate records, and surfaces relevant results that would otherwise remain hidden behind inconsistent terminology.",service_contractor_only,,,,high,no,,db_row_9643,no product name; redacted/N/A/internal-only string
3627,9645,"N/A N/A Automated Data Discovery and Classification Pilot The AI is intended to solve the problem of inefficient manual data governance and risk assessment by testing automated data classification techniques to organize unstructured datasets, accelerate information discovery, and more accurately identify potential security or privacy vulnerabilities.",service_contractor_only,,,,high,no,,db_row_9645,no product name; redacted/N/A/internal-only string
